0,0.0022,0.5147,0.0000,0.0000,0.4803,0.0000,0.0000,0.0000,0.0003,0.0025
1,0.2230,0.0000,0.0000,0.0000,0.2119,0.0000,0.0000,0.5645,0.0007,0.0000
2,0.0000,0.0000,0.0000,0.0000,0.0012,0.0081,0.5092,0.4815,0.0000,0.0000
3,0.1818,0.0000,0.0008,0.0023,0.8139,0.0000,0.0000,0.0001,0.0011,0.0000
4,0.0649,0.0000,0.0000,0.0000,0.7327,0.0000,0.0000,0.2024,0.0000,0.0000
5,0.0000,0.0025,0.0000,0.0000,0.9894,0.0053,0.0021,0.0000,0.0000,0.0005
6,0.0000,0.2814,0.0000,0.0000,0.6886,0.0001,0.0000,0.0000,0.0000,0.0299
7,0.0145,0.0000,0.0000,0.0000,0.0034,0.0340,0.0116,0.9363,0.0002,0.0000
8,0.0003,0.0003,0.0000,0.0001,0.9989,0.0003,0.0000,0.0000,0.0001,0.0001
9,0.0000,0.0005,0.0000,0.0000,0.9979,0.0012,0.0002,0.0000,0.0001,0.0001
10,0.9417,0.0000,0.0004,0.0143,0.0431,0.0004,0.0002,0.0000,0.0000,0.0000
11,0.0268,0.0000,0.0634,0.0000,0.2754,0.2246,0.2347,0.1751,0.0000,0.0000
12,0.9859,0.0125,0.0000,0.0001,0.0011,0.0000,0.0000,0.0000,0.0000,0.0003
13,0.0042,0.0000,0.0000,0.0000,0.4128,0.0000,0.0000,0.5830,0.0001,0.0000
14,0.0007,0.0000,0.0000,0.0000,0.0343,0.0000,0.0000,0.9646,0.0003,0.0000
15,0.0882,0.0000,0.0000,0.0000,0.9022,0.0059,0.0036,0.0001,0.0000,0.0000
16,0.1099,0.0000,0.0000,0.0000,0.8779,0.0000,0.0000,0.0121,0.0000,0.0000
17,0.0000,0.0011,0.0000,0.0000,0.9977,0.0006,0.0001,0.0000,0.0004,0.0001
18,0.0531,0.0000,0.0000,0.0000,0.0038,0.0211,0.0879,0.8340,0.0000,0.0000
19,0.0019,0.0000,0.0008,0.0002,0.9968,0.0001,0.0001,0.0000,0.0001,0.0000
20,0.0465,0.0000,0.0983,0.4311,0.4238,0.0000,0.0000,0.0000,0.0003,0.0000
21,0.3181,0.0000,0.0000,0.0000,0.0023,0.0051,0.0085,0.6661,0.0000,0.0000
22,0.0224,0.0000,0.0000,0.0000,0.9654,0.0066,0.0041,0.0016,0.0000,0.0000
23,0.0433,0.0000,0.0000,0.0000,0.2198,0.0074,0.0001,0.5756,0.1538,0.0000
24,0.0000,0.0000,0.0000,0.0000,0.9886,0.0000,0.0001,0.0113,0.0000,0.0000
25,0.2279,0.0001,0.0001,0.0045,0.4323,0.3144,0.0205,0.0000,0.0000,0.0002
26,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.9899,0.0094,0.0000,0.0000
27,0.0096,0.0000,0.0041,0.0000,0.0386,0.2173,0.4236,0.3067,0.0000,0.0000
28,0.0398,0.0000,0.0000,0.0000,0.2012,0.0000,0.0000,0.7589,0.0001,0.0000
29,0.0042,0.0000,0.0107,0.0026,0.9804,0.0016,0.0005,0.0000,0.0000,0.0000
30,0.0795,0.0002,0.0000,0.0000,0.3596,0.2949,0.2658,0.0000,0.0000,0.0001
31,0.1016,0.0000,0.0000,0.0000,0.1978,0.0000,0.0000,0.2154,0.4852,0.0000
32,0.9480,0.0000,0.0000,0.0000,0.0393,0.0000,0.0005,0.0007,0.0000,0.0115
33,0.9735,0.0003,0.0000,0.0052,0.0092,0.0103,0.0013,0.0000,0.0000,0.0002
