0,0.0000,0.0000,0.0000,0.0000,1.0000,0.0001,0.0000,0.0004,0.0001,0.0000
1,0.0076,0.0000,0.0033,0.0008,0.9924,0.0000,0.0000,0.0001,0.0001,0.0000
2,0.2930,0.5693,0.0062,0.0364,0.0000,0.0000,0.0004,0.0000,0.0000,0.7070
3,0.1381,0.0019,0.0000,0.0000,0.8619,0.0002,0.0000,0.0000,0.0001,0.0001
4,0.0311,0.0000,0.0034,0.0008,0.9689,0.0000,0.0000,0.0003,0.0002,0.0000
5,0.8111,0.0000,0.0002,0.0000,0.1889,0.0076,0.0001,0.0060,0.0000,0.0000
6,0.0002,0.9998,0.0000,0.0000,0.9463,0.0000,0.0000,0.0000,0.0002,0.0059
7,0.0001,0.0000,0.0004,0.0001,0.9999,0.0004,0.0003,0.0000,0.0000,0.0000
8,0.0871,0.0000,0.0000,0.0000,0.9129,0.0016,0.0017,0.0000,0.0000,0.0000
9,0.0074,0.0048,0.0000,0.0000,0.9926,0.0002,0.0000,0.0001,0.0000,0.0001
10,0.5453,0.0006,0.4547,0.0946,0.2862,0.0390,0.0005,0.0000,0.0001,0.0021
11,0.0004,0.8286,0.0000,0.0000,0.9996,0.0003,0.0000,0.0000,0.0002,0.0406
12,0.7279,0.0000,0.0019,0.2721,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000
13,0.1558,0.0000,0.0001,0.0009,0.8442,0.0054,0.0010,0.0000,0.0000,0.0000
14,0.0004,0.0000,0.0000,0.0000,0.9996,0.0000,0.0000,0.1192,0.4013,0.0000
15,0.3402,0.0000,0.0000,0.0000,0.0589,0.0000,0.0000,0.6598,0.0041,0.0000
16,0.0032,0.0000,0.2244,0.3950,0.9968,0.0029,0.0001,0.0000,0.0000,0.0000
17,0.1057,0.0000,0.0000,0.0000,0.8943,0.0000,0.0001,0.1306,0.0000,0.0000
18,0.0011,0.0023,0.0001,0.0114,0.3762,0.0000,0.0000,0.0000,0.0001,0.9989
19,0.0000,0.0031,0.0000,0.0000,1.0000,0.0033,0.0007,0.0000,0.0000,0.0003
20,0.2298,0.0000,0.0000,0.0000,0.0014,0.0058,0.0138,0.7702,0.0000,0.0000
21,0.1894,0.8106,0.0000,0.0000,0.7564,0.0111,0.0000,0.0000,0.0000,0.1241
22,0.0498,0.0000,0.0000,0.0000,0.9478,0.0000,0.0000,0.9502,0.0001,0.0000
23,0.0000,0.0000,0.0001,0.0000,1.0000,0.0000,0.0000,0.0001,0.0000,0.0000
24,0.1688,0.0000,0.0019,0.0013,0.8312,0.0000,0.0000,0.0023,0.0020,0.0000
25,0.0052,0.9948,0.0000,0.0000,0.0518,0.7405,0.0000,0.0000,0.0000,0.9597
26,0.0696,0.0000,0.0073,0.9304,0.0808,0.0000,0.0000,0.0000,0.0002,0.0000
27,0.0000,0.0218,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0001
28,0.2539,0.0000,0.1587,0.3240,0.7461,0.0000,0.0000,0.0000,0.0007,0.0000
29,0.0162,0.0000,0.1003,0.1182,0.9838,0.0000,0.0000,0.0000,0.0000,0.0000
30,0.5428,0.0000,0.0000,0.0000,0.0007,0.0000,0.0002,0.4572,0.0027,0.0000
31,0.2800,0.0000,0.0006,0.0000,0.0012,0.0004,0.0024,0.7200,0.0053,0.0000
32,0.0000,0.0000,0.0000,0.0001,1.0000,0.0017,0.0008,0.0004,0.0000,0.0000
33,0.0245,0.0010,0.9755,0.2534,0.0001,0.0000,0.0000,0.0000,0.0003,0.0000
34,0.0006,0.9994,0.0000,0.0000,0.1027,0.0000,0.0000,0.0000,0.0001,0.0792
35,0.9054,0.0000,0.0002,0.0000,0.0150,0.0000,0.0000,0.0102,0.0946,0.0000
36,0.4864,0.0000,0.0000,0.0000,0.5136,0.0027,0.0062,0.0010,0.0000,0.0000
37,0.0007,0.7945,0.0000,0.0000,0.9993,0.0001,0.0000,0.0000,0.0001,0.0170
38,0.0011,0.9989,0.0000,0.0000,0.6856,0.0000,0.0000,0.0000,0.0002,0.0074
39,0.1234,0.0000,0.0424,0.0432,0.8766,0.0000,0.0000,0.0000,0.0001,0.0000
40,0.4245,0.0000,0.0003,0.0000,0.0546,0.0000,0.0000,0.5755,0.2279,0.0000
41,0.0007,0.0012,0.0000,0.0000,0.9993,0.0000,0.0000,0.0001,0.0008,0.0008
42,0.0012,0.0000,0.0000,0.0000,0.9988,0.0000,0.0000,0.0123,0.0003,0.0000
43,0.2674,0.0000,0.0044,0.0002,0.3440,0.0000,0.0000,0.0347,0.7326,0.0000
44,0.0000,0.0000,0.0000,0.0000,1.0000,0.0036,0.0029,0.0000,0.0000,0.0000
45,0.7099,0.0000,0.0000,0.2901,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000
46,0.9520,0.0000,0.0000,0.0000,0.0236,0.0006,0.0001,0.0480,0.0048,0.0000
47,0.0002,0.0000,0.0000,0.0000,0.0433,0.0013,0.0001,0.9998,0.0001,0.0000
48,0.7472,0.0000,0.0000,0.0000,0.0000,0.0001,0.2528,0.0744,0.0000,0.0000
49,0.1611,0.0001,0.0000,0.0001,0.8389,0.0114,0.0066,0.0000,0.0000,0.0001
50,0.7692,0.0000,0.0000,0.0000,0.2308,0.0000,0.0001,0.0059,0.0000,0.0000
51,0.0000,0.0707,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0004,0.0001
52,0.4359,0.0000,0.0000,0.0000,0.5641,0.0019,0.0003,0.0009,0.0000,0.0000
53,0.0176,0.8735,0.0000,0.0000,0.9824,0.0000,0.0000,0.0000,0.0004,0.0016
54,0.0040,0.0000,0.0000,0.0000,0.4518,0.0001,0.0000,0.9960,0.0018,0.0000
55,0.2709,0.0000,0.0000,0.0000,0.7291,0.0597,0.0487,0.0000,0.0000,0.0000
56,0.0706,0.0000,0.0000,0.0000,0.9294,0.0011,0.0003,0.0001,0.0000,0.0000
57,0.2582,0.0000,0.0134,0.0245,0.7418,0.0000,0.0000,0.0000,0.0007,0.0000
58,0.3772,0.0006,0.0000,0.0000,0.6228,0.2537,0.2300,0.0000,0.0000,0.0006
59,0.3326,0.0000,0.0000,0.0000,0.6674,0.0942,0.0884,0.0000,0.0000,0.0000
60,0.0000,0.0000,0.0000,0.0000,0.2222,0.1774,1.0000,0.0000,0.0000,0.0000
61,0.0137,0.9188,0.0000,0.0000,0.9863,0.0000,0.0000,0.0000,0.0002,0.0023
62,0.4115,0.0000,0.0000,0.0000,0.5885,0.0000,0.0004,0.0036,0.0000,0.0000
63,0.0000,1.0000,0.0005,0.0000,0.0077,0.0009,0.0000,0.0000,0.0000,0.0007
64,0.0057,0.0000,0.0000,0.0001,0.9943,0.0000,0.0000,0.0069,0.0472,0.0000
65,0.0021,0.0502,0.0000,0.0014,0.0024,0.0000,0.0000,0.0000,0.0002,0.9979
66,0.8405,0.0041,0.0001,0.0000,0.0051,0.1595,0.0000,0.0001,0.0000,0.0000
67,0.9152,0.0000,0.0000,0.0000,0.0848,0.0000,0.0034,0.0595,0.0000,0.0000
68,0.0000,0.0180,0.0000,0.0000,1.0000,0.0000,0.0000,0.0004,0.0001,0.0000
69,0.0264,0.0000,0.0000,0.0000,0.9736,0.0000,0.0000,0.3888,0.0001,0.0000
70,0.4046,0.0001,0.0108,0.0516,0.5954,0.4824,0.0138,0.0000,0.0000,0.0006
71,0.0167,0.0000,0.0005,0.0017,0.9833,0.0031,0.0006,0.0000,0.0000,0.0000
